item.miragefairy2024.miranagi_staff_0,Miranagite Staff,蒼天石のスタッフ
item.miragefairy2024.miranagi_staff_0.poem,Inflating anti-entropy force,膨張する秩序の力。
item.miragefairy2024.miranagite,Miranagite,蒼天石
item.miragefairy2024.miranagite.poem,Astral body crystallized by anti-entropy,秩序の叛乱、天地創造の逆光。
item.miragefairy2024.miranagite_knife,Miranagite Knife,蒼天石のナイフ
item.miragefairy2024.miranagite_knife.poem,Gardener's tool invented by Miranagi,大自然を駆ける探究者のナイフ。
item.miragefairy2024.miranagite_pickaxe,Miranagite Pickaxe,蒼天石のつるはし
item.miragefairy2024.miranagite_pickaxe.poem,Promotes ore recrystallization,凝集する秩序、蒼穹彩煌が如く。
item.miragefairy2024.miranagite_rod,Miranagite Rod,蒼天石の棒
item.miragefairy2024.miranagite_rod.poem,Mana flows well through the core,蒼天に従える光条は、魔力の祝福を示す。
item.miragefairy2024.miranagite_scythe,Miranagite Scythe,蒼天石の大鎌
item.miragefairy2024.miranagite_scythe.poem,Releases the souls of weeds,宙を切り裂く創世の刃、草魂を蒼天へ導く。
item.miragefairy2024.nephrite,Nephrite,ネフライト
item.miragefairy2024.nephrite_axe,Nephrite Axe,ネフライトの斧
item.miragefairy2024.nephrite_builders_rod,Lesser Builder's Rod,レッサービルダーズロッド
item.miragefairy2024.nephrite_hoe,Nephrite Hoe,ネフライトのクワ
item.miragefairy2024.nephrite_pickaxe,Nephrite Pickaxe,ネフライトのつるはし
item.miragefairy2024.nephrite_shovel,Nephrite Shovel,ネフライトのシャベル
item.miragefairy2024.nephrite_sword,Nephrite Sword,ネフライトの剣
item.miragefairy2024.nether_star_axe,Nether Star Axe,ネザースターの斧
item.miragefairy2024.nether_star_hoe,Nether Star Hoe,ネザースターのクワ
item.miragefairy2024.nether_star_pickaxe,Nether Star Pickaxe,ネザースターのつるはし
item.miragefairy2024.nether_star_shovel,Nether Star Shovel,ネザースターのシャベル
item.miragefairy2024.nether_star_sword,Nether Star Sword,ネザースターの剣
item.miragefairy2024.noise,Noise,ノイズ
item.miragefairy2024.noise.poem,An object no one sympathizes with.,新しい「自由」の形。
item.miragefairy2024.noise_axe,Noise Axe,ノイズの斧
item.miragefairy2024.noise_axe.poem,What is the value in a work?,人知れずノイズが現れ、そして消える。
item.miragefairy2024.noise_hoe,Noise Hoe,ノイズのクワ
item.miragefairy2024.noise_hoe.poem,Ideational waste.,哲学的うんこ。
item.miragefairy2024.noise_pickaxe,Noise Pickaxe,ノイズのつるはし
item.miragefairy2024.noise_pickaxe.poem,Demolish the Value.,無価値の創出。
item.miragefairy2024.noise_shovel,Noise Shovel,ノイズのシャベル
item.miragefairy2024.noise_shovel.poem,A world where everything exists.,可能なすべての表現の集合。
item.miragefairy2024.noise_sword,Noise Sword,ノイズの剣
item.miragefairy2024.noise_sword.poem,Liberation in the name of nonsense.,意味という名の抑圧。
item.miragefairy2024.obsidian_axe,Obsidian Axe,黒曜石の斧
item.miragefairy2024.obsidian_hoe,Obsidian Hoe,黒曜石のクワ
item.miragefairy2024.obsidian_pickaxe,Obsidian Pickaxe,黒曜石のつるはし
item.miragefairy2024.obsidian_shovel,Obsidian Shovel,黒曜石のシャベル
item.miragefairy2024.obsidian_sword,Obsidian Sword,黒曜石の剣
item.miragefairy2024.phantom_bulb,Phantom Bulb,幻花ファントムの球根
item.miragefairy2024.phantom_bulb.classification,"Order Miragales, family Miragaceae",妖花目ミラージュ科
item.miragefairy2024.phantom_bulb.poem,Illusory telepathy,――おいでよ、僕たちのところへ
item.miragefairy2024.phantom_drop,Phantom Drop,幻想の雫
item.miragefairy2024.phantom_drop.poem,Beyond the end of the world,祈りを形に、再生の蜜。
item.miragefairy2024.phantom_leaves,Phantom Leaves,ファントムの葉
item.miragefairy2024.phantom_leaves.poem,The eroding reality,析出する空想。
item.miragefairy2024.phantom_pickaxe,Phantom Pickaxe,幻想のつるはし
item.miragefairy2024.phantom_pickaxe.poem,"""Creation"" is the true power.",人間が手にした唯一の幻想。
item.miragefairy2024.phantom_shovel,Phantom Shovel,幻想のシャベル
item.miragefairy2024.phantom_shovel.poem,The sound of the world's end echoed,破壊された世界の音――
item.miragefairy2024.phantom_sword,Phantom Sword,幻想の剣
item.miragefairy2024.phantom_sword.poem,Pray. For rebirth.,闇を切り裂く、再生の光。
item.miragefairy2024.plant_bag,Plant Bag,植物カバン
item.miragefairy2024.plant_bag.poem,Basket wall composed of uneven stems,人間が手掛ける、初級レベルの藁細工。
item.miragefairy2024.poison,Poison,毒薬
item.miragefairy2024.prominaria_berry,Prominaria Berry,プロミナリアの実
item.miragefairy2024.prominaria_berry.description,Grants fire resistance when eaten,食べると火炎耐性を付与
item.miragefairy2024.prominaria_berry.poem,Guardian flame of lost souls.,心頭滅却のプロミネンス。
item.miragefairy2024.prominaria_bulb,Prominaria Bulb,紅炎草プロミナリアの球根
item.miragefairy2024.prominaria_bulb.classification,"Order Miragales, family Luminariaceae",妖花目ルミナリア科
item.miragefairy2024.prominaria_bulb.poem,Cleansing of tainted souls.,死霊を貪り、命に変える。
item.miragefairy2024.prominite,Prominite,プロミナイト
item.miragefairy2024.prominite.poem,Arbitrament of randomness.,炎になる魂、光になる魂。
item.miragefairy2024.prominite_axe,Prominite Axe,プロミナイトの斧
item.miragefairy2024.prominite_axe.poem,Unpredictable movement of flames.,カオスの鉄槌。
item.miragefairy2024.prominite_hoe,Prominite Hoe,プロミナイトのクワ
item.miragefairy2024.prominite_hoe.poem,Regenerated spirit.,生命の萌芽。
item.miragefairy2024.prominite_pickaxe,Prominite Pickaxe,プロミナイトのつるはし
item.miragefairy2024.prominite_pickaxe.poem,Refined soul fuel.,打ち砕かれた魂の残骸。
item.miragefairy2024.prominite_scythe,Prominite Scythe,プロミナイトの大鎌
item.miragefairy2024.prominite_scythe.poem,Piles of what was once consciousness.,折り重なる沈黙の宴。
item.miragefairy2024.prominite_shovel,Prominite Shovel,プロミナイトのシャベル
item.miragefairy2024.prominite_shovel.poem,Flame that burns misfortune.,救済の火。
item.miragefairy2024.prominite_sword,Prominite Sword,プロミナイトの剣
item.miragefairy2024.prominite_sword.poem,Struggle for the fate.,「存在」の争奪。
item.miragefairy2024.resonite_axe,Resonance Axe,共鳴の斧
item.miragefairy2024.resonite_axe.poem,Wavelength matched to tree height,共振する樹の繊維。
item.miragefairy2024.resonite_battle_axe,Resonite Battle Axe,共鳴の戦斧
item.miragefairy2024.resonite_battle_axe.poem,The mind synchronize with the body,精神と肉体の調和。
item.miragefairy2024.resonite_ingot,Resonite,共鳴石
item.miragefairy2024.resonite_ingot.poem,Synchronized sound and light,同調する魂の波動。
item.miragefairy2024.resonite_knife,Resonite Knife,共鳴のナイフ
item.miragefairy2024.resonite_knife.poem,The ultrasonic vibration knife,音波を超えた破壊の力。
item.miragefairy2024.resonite_pickaxe,Resonance Pickaxe,共鳴のつるはし
item.miragefairy2024.resonite_pickaxe.poem,The compound of light and sound,光と闇の純結晶。
item.miragefairy2024.resonite_scythe,Resonite Scythe,共鳴の大鎌
item.miragefairy2024.resonite_scythe.poem,Vacuum wave that cuts down grasses,虚空を切り裂く碧の波。
item.miragefairy2024.resonite_sword,Resonite Sword,共鳴の剣
item.miragefairy2024.resonite_sword.poem,The pulsating ectoplasm,生命の脈動を砥ぎ澄ませ。
item.miragefairy2024.rum,Rum,ラム酒
item.miragefairy2024.sarracenia_bulb,Sarracenia Bulb,瓶子草サラセニアの球根
item.miragefairy2024.sarracenia_bulb.classification,"Order Miragales, family Veropedaceae",妖花目ヴェロペダ科
item.miragefairy2024.sarracenia_bulb.poem,Waiting for a flying creature...,妖精たちの憩いの場。
item.miragefairy2024.sarracenia_leaf,Sarracenia Leaf,サラセニアの葉
item.miragefairy2024.sarracenia_leaf.poem,Fruity and sweet and sour.,とけた果肉と蜜の味。
item.miragefairy2024.scythe.description,Perform area harvesting when used %s,使用時、範囲収穫 %s
item.miragefairy2024.seed_bag,Seed Bag,種子カバン
item.miragefairy2024.seed_bag.poem,Maintains the freshness of plants,両手に、花。
item.miragefairy2024.shooting_staff.description,Perform a ranged attack when used,使用時、射撃攻撃
item.miragefairy2024.solid_fuel,Solid Fuel,固形燃料
item.miragefairy2024.solid_fuel.poem,Caramelized Ethanol,なぜかこれを食べる妖精が続出した
item.miragefairy2024.sphere_base,Sphere Base,スフィアベース
item.miragefairy2024.sphere_base.poem,A mirror that reflects sadistic desires,前世が見える。              （らしい）
item.miragefairy2024.sulfur,Sulfur,硫黄
item.miragefairy2024.telescope.available,Available,獲得可能
item.miragefairy2024.telescope.daily,Daily,日間
item.miragefairy2024.telescope.days,%s days,%s 日
item.miragefairy2024.telescope.first,First-time reward,初回報酬
item.miragefairy2024.telescope.first_gain,Obtain %s Jewels,%s ジュエルを獲得
item.miragefairy2024.telescope.hours,%s hours,%s 時間
item.miragefairy2024.telescope.minutes,%s minutes,%s 分
item.miragefairy2024.telescope.monthly,Monthly,月間
item.miragefairy2024.telescope.received,Received,獲得済
item.miragefairy2024.telescope.reuse,%s left until reusable,再使用可能まで %s
item.miragefairy2024.telescope.seconds,%s seconds,%s 秒
item.miragefairy2024.telescope.weekly,Weekly,週間
item.miragefairy2024.tiny_bismuth_dust,Tiny Pile of Bismuth Dust,小さなビスマスの粉
item.miragefairy2024.tiny_mirage_flour,Tiny Pile of Mirage Flour,小さなミラージュの花粉
item.miragefairy2024.tiny_mirage_flour.poem,Compose the body of Mirage fairy,ささやかな温もりを、てのひらの上に。
item.miragefairy2024.tiny_solid_fuel,1/8 Solid Fuel,1/8の固形燃料
item.miragefairy2024.tiny_solid_fuel.poem,Chewing Fuel,ひとくちサイズの固形燃料
item.miragefairy2024.topaz,Topaz,トパーズ
item.miragefairy2024.topaz_axe,Topaz Axe,トパーズの斧
item.miragefairy2024.topaz_hoe,Topaz Hoe,トパーズのクワ
item.miragefairy2024.topaz_luminaria_bulb,Topaz Luminaria Bulb,黄玉輝草トパーズルミナリアの球根
item.miragefairy2024.topaz_luminaria_bulb.classification,"Order Miragales, family Luminariaceae",妖花目ルミナリア科
item.miragefairy2024.topaz_luminaria_bulb.poem,Applicability to phytoremediation,猛々しく、砂漠の神秘。
item.miragefairy2024.topaz_pickaxe,Topaz Pickaxe,トパーズのつるはし
item.miragefairy2024.topaz_shovel,Topaz Shovel,トパーズのシャベル
item.miragefairy2024.topaz_sword,Topaz Sword,トパーズの剣
item.miragefairy2024.veropeda_berries,Veropeda Berries,ヴェロペダの実
item.miragefairy2024.veropeda_berries.description,Healing and rare nausea by eating,食べると回復、まれに吐き気
item.miragefairy2024.veropeda_berries.poem,Has analgesic and stimulant effects,悪魔の囁きを喰らう。
item.miragefairy2024.veropeda_bulb,Veropeda Bulb,呪草ヴェロペダの球根
item.miragefairy2024.veropeda_bulb.classification,"Order Miragales, family Veropedaceae",妖花目ヴェロペダ科
item.miragefairy2024.veropeda_bulb.poem,Contains strong acids made from insects,毒を喰らい、毒と化す。
item.miragefairy2024.veropeda_leaf,Veropeda Leaf,ヴェロペダの葉
item.miragefairy2024.veropeda_leaf.poem,Said to house the soul of a demon,その身融かされるまでの快楽。
item.miragefairy2024.veropedeliquora,Veropedeliquora,ヴェロペデリコラ
item.miragefairy2024.veropedeliquora.poem,A dark flavour from the underworld.,冥界へといざなう、暗黒の味。
item.miragefairy2024.xarpa_luminaria_bulb,Xarpie Luminara Bulb,紅天輝草シャルピエ・ルミナーラの球根
item.miragefairy2024.xarpa_luminaria_bulb.classification,"Order Miragales, family Luminariaceae",妖花目ルミナリア科
item.miragefairy2024.xarpa_luminaria_bulb.poem,The essence of a gene is matter.,遺伝子のすべては、形而下に属する。
item.miragefairy2024.xarpite,Xarpite,紅天石
item.miragefairy2024.xarpite.poem,Binds astral flux with magnetic force,黒鉄の鎖は繋がれる。血腥い魂の檻へ。
item.miragefairy2024.xarpite_axe,Xarpite Axe,紅天石の斧
item.miragefairy2024.xarpite_axe.poem,Strip the log from the space,空間にこびりついた丸太の除去に。
item.miragefairy2024.xarpite_pickaxe,Xarpite Pickaxe,紅天石のつるはし
item.miragefairy2024.xarpite_pickaxe.poem,Shears space using astral induction,鉱石の魂を貪る血塗られた有機質。
itemGroup.miragefairy2024.creative_gene_ampoule,Creative Gene Ampoule,アカーシャによる生命設計の針
itemGroup.miragefairy2024.fairies,Fairies,妖精
itemGroup.miragefairy2024.fairy_statue,Fairy Statue,妖精の像
itemGroup.miragefairy2024.miragefairy2024,IFR25KU,IFR25KU
key.miragefairy2024.open_soul_stream,Open Soul Stream,ソウルストリームを開く
key.miragefairy2024.open_tooltip_viewer,Open Tooltip Viewer,ツールチップビューワーを開く
key.miragefairy2024.place_item,Place Item,アイテムを置く
key.miragefairy2024.toggle_collection_enabled,Toggle Collection,収集のオンオフ
miragefairy2024.collection_disabled,Collection Disabled,収集効果が無効
miragefairy2024.collection_enabled,Collection Enabled,収集効果が有効
miragefairy2024.fairyQuestRecipe.emergency_situation.client,"The Institute of Fairy Research
Ethics Department
Tirirknofe Herirmina","妖精研究所
倫理部
ティリルクノフェ・ヘリルミーナ"
miragefairy2024.fairyQuestRecipe.emergency_situation.message,"Help!!!

!!!!

!!!!!

I'm out of toilet paper!!!!!!","助けて！！！

！！！！

！！！！！

トイレットペーパーが無いの！！！！！！"
miragefairy2024.fairyQuestRecipe.emergency_situation.title,Emergency Situation,非常事態
miragefairy2024.fairyQuestRecipe.fatal_accident.client,"The Institute of Fairy Research
Ophelia Branch
Librariania the fairy of librarian","妖精研究所
オフィーリア支部
司書精リブラリアーニャ"
miragefairy2024.fairyQuestRecipe.fatal_accident.message,"I pray that this message reaches some human in a parallel world.

No, at this point, it could be fairies, malformed creatures, anything.

A catastrophic accident has occurred, and our world is on the verge of ending.

The vacuum decay reactor at Cordelia Branch has gone out of control, and an asteroid was swallowed by the vacuum decay.

It's not just Cordelia.

Europa, Haumea, and even Headquarters are unresponsive.

Communication has ceased, and even the Divine Ear is silent.

Anti-entropy sludge is leaking from the warp routes, and there's no telling when this place will be disintegrated to zero.

Before being engulfed by the vacuum decay, we plan to escape into space with colonization pods.

Damn it, the vacuum decay reactor was never something humans should have messed with!

If someone is reading this, please understand.

The vacuum decay reactor wasn't a safe, environmentally friendly source of energy.

One wrong move, and it's a terrifying thing that could wipe out an entire planet.

If anyone is in control of the vacuum decay reactor, please stop it now!

Before your world ceases to exist!!!","このメッセージが平行世界の人間に届くことを祈る。

いや、この際妖精でも奇形生物でも何でもいい。

重大な事故が起こって俺の世界が終わろうとしている。

コーディリア支部の真空崩壊炉が制御を失い、小惑星ごと真空崩壊に飲み込まれちまった。

コーディリアだけじゃない。

エウロパも、ハウメアも、本部も応答しない。

もう通信も途絶えたし、天耳通も反応しない。

アンチエントロピースラッジが縮地路から漏れ出て、ここもいつゼロまで分解されるか分からない。

真空崩壊に飲み込まれる前に、俺たちは植民ポッドで宇宙に脱出するつもりだ。

クソッ、真空崩壊炉なんて人間が手を出していい代物じゃなかったんだ！

もし誰かがこれを見ているなら、理解してくれ。

真空崩壊炉は安全で環境に優しいエネルギーなんかじゃなかった。

一歩間違えば惑星ごと消し去ってしまうヤバい奴だ。

真空崩壊炉を管理している奴がいたら、今すぐそれを止めてくれ！

お前たちの世界がまだ生きているうちに！！！"
miragefairy2024.fairyQuestRecipe.fatal_accident.title,Fatal Accident,重大な事故
miragefairy2024.fairyQuestRecipe.impromptu_fantastic_carnival.client,Breadia the fairy of bread,麺麭精ブレアージャ
miragefairy2024.fairyQuestRecipe.impromptu_fantastic_carnival.message,"Help! We're running out of cakes, and the chickens are taking their sweet time laying eggs! Can someone please help out? We don't have time to bake, so substitute it right away!",たいへん！ケーキが足りないのにニワトリがなかなか卵を産まないの！お願い！作ってる時間はないから、今すぐ誰か代わりになって！
miragefairy2024.fairyQuestRecipe.impromptu_fantastic_carnival.title,Impromptu Fantastic Carnival,即席ファンタスティックカーニバル
miragefairy2024.fairyQuestRecipe.new_product_from_fri.client,"The Institute of Fairy Research
Creation Department","妖精研究所
創製部"
miragefairy2024.fairyQuestRecipe.new_product_from_fri.message,"The Institute of Fairy Research proudly presents its latest product, the “Fairy Quest Card”! It's an innovative communication device that allows communication and material transfer with different and parallel worlds!
Have you ever been caught in a sudden thunderstorm while out and about? With this, you won't fear unexpected thunderstorms anymore!
Simply insert the payment into the “Fairy Quest Card” connected to the stores of parallel worlds, and all you need to do is receive the data for the product. The built-in 3D printer will handle the rest, just like this!

*For receiving items containing special elements, a separate cartridge for special elements (sold separately) may be required.
*For receiving items with low entropy, a separate anti-entropy cartridge (sold separately) may be required.
*The institute assumes no responsibility for disputes arising from transactions with communication destinations.
*Please be cautious to avoid trapping your fingers in the portal.
*Keep out of reach of children.","妖精研究所が誇りを持ってお届けする新商品、“フェアリークエストカード”が待望の新登場！異世界や並行世界との通信や物質転送が可能な画期的な通信端末です！
外出先で急に雷雨が降りだしちゃったなんて経験、一度はありませんか？これさえあれば、急な雷なんて怖くない！
平行世界のストアに接続された“フェアリークエストカード”に代金を投入すれば、あとは商品のデータを受け取るだけで、内蔵の3Dプリンターが、ほら、この通り！

※特殊な元素を含む物品の受け取りには、特殊元素用カートリッジ（別売り）が必要となる場合がございます。
※エントロピーの低い物品の受け取りには、反エントロピー用カートリッジ（別売り）が必要となる場合がございます。
※通信先との取引に伴う紛争については、当研究所は一切の責任を負いません。
※ポータルに指等を挟まないようご注意ください。
※お子様の手の届かない場所に保管してください。"
miragefairy2024.fairyQuestRecipe.new_product_from_fri.title,New product from FRI!,妖精研究所から新商品登場！
miragefairy2024.fairyQuestRecipe.notice_for_ceramic_brick_donations.client,"The Institute of Fairy Research
Cordelia Branch","妖精研究所
コーディリア支部"
miragefairy2024.fairyQuestRecipe.notice_for_ceramic_brick_donations.message,"We are actively seeking donations of ceramic bricks for the reconstruction project of the vacuum decay reactor. If you are in need, we will selectively provide reusable building materials.",真空崩壊炉改修工事に向けてセラミックレンガの寄付を広く募集しております。必要な場合は、リユース可能な建築資材を選別してご提供いたします。
miragefairy2024.fairyQuestRecipe.notice_for_ceramic_brick_donations.title,Notice for Ceramic Brick Donations,セラミックレンガ募集のお知らせ
miragefairy2024.fairyQuestRecipe.vegetation_survey.client,"The Pearl Knights of Miranagi
Shinonome Astrology Academy
Rumeri","みらなぎ聖騎士団
東雲占卜院
るめり"
miragefairy2024.fairyQuestRecipe.vegetation_survey.message,"The fairy trees...? We should be over a million light-years away from the Habitabilis Zona. I'm curious to divine the past of this star, so would you consider sending me samples of the vegetation?",妖精の樹…？ここはハビタビリスゾーナから100万光年以上も離れた場所のはず…。この星の過去を占ってみたいから、植生サンプルを送ってくれないかしら？
miragefairy2024.fairyQuestRecipe.vegetation_survey.title,Vegetation Survey,植生調査
miragefairy2024.food_ingredient.alcohol,Alcohol,アルコール
miragefairy2024.food_ingredient.fish,Fish,魚
miragefairy2024.food_ingredient.mushroom,Mushroom,キノコ
miragefairy2024.motif.miragefairy2024.air,Airia,空気精アイリャ
miragefairy2024.motif.miragefairy2024.amethyst,Amethystia,紫水晶精アメティスチャ
miragefairy2024.motif.miragefairy2024.anti_entropy,Ante Entropia,秩序精アンテエントローピャ
miragefairy2024.motif.miragefairy2024.antimatter,Antimatteria,反物質精アンティマッテーリャ
miragefairy2024.motif.miragefairy2024.anvil,Anvilia,金床精アンヴィーリャ
miragefairy2024.motif.miragefairy2024.apple,Applia,林檎精アップーリャ
miragefairy2024.motif.miragefairy2024.arrow,Arrowia,矢精アッローウャ
miragefairy2024.motif.miragefairy2024.avalon,Avalonia,阿瓦隆精アヴァローニャ
miragefairy2024.motif.miragefairy2024.axe,Axia,斧精アーシャ
miragefairy2024.motif.miragefairy2024.beacon,Beaconia,信標精ベアツォーニャ
miragefairy2024.motif.miragefairy2024.beetroot,Beetrootia,火焔菜精ベートローチャ
miragefairy2024.motif.miragefairy2024.blaze,Blazia,烈炎精ブラージャ
miragefairy2024.motif.miragefairy2024.brewing_stand,Brewinge Standia,醸造台精ブレウィンゲスタンジャ
miragefairy2024.motif.miragefairy2024.brown_mushroom,Browne Mushroomia,茶茸精ブロウネムシュローミャ
miragefairy2024.motif.miragefairy2024.cactus,Cactusia,仙人掌精ツァツトゥーシャ
miragefairy2024.motif.miragefairy2024.cake,Cakia,蛋麭精ツァーキャ
miragefairy2024.motif.miragefairy2024.candle,Candlia,蝋燭精ツァンドゥリャ
miragefairy2024.motif.miragefairy2024.carrot,Carrotia,人参精ツァッローチャ
miragefairy2024.motif.miragefairy2024.carry,Carria,運搬精ツァッリャ
miragefairy2024.motif.miragefairy2024.chaos_stone,Chaose Stonia,混沌石精キャオセストーニャ
miragefairy2024.motif.miragefairy2024.chest,Chestia,箱精ケスチャ
miragefairy2024.motif.miragefairy2024.chicken,Chickenia,鶏精キッケーニャ
miragefairy2024.motif.miragefairy2024.cookie,Cookia,麭精ツォーキャ
miragefairy2024.motif.miragefairy2024.copper,Copperia,銅精ツォッペーリャ
miragefairy2024.motif.miragefairy2024.cow,Cowia,牛精ツォーウャ
miragefairy2024.motif.miragefairy2024.creeper,Creeperia,匠精ツレペーリャ
miragefairy2024.motif.miragefairy2024.cupid,Cupidia,恋射手精ツピージャ
miragefairy2024.motif.miragefairy2024.dark_oak,Darke Oakia,濃樫精ダルケオアキャ
miragefairy2024.motif.miragefairy2024.dead_bush,Deade Bushia,枯木精デアデブーシャ
miragefairy2024.motif.miragefairy2024.deepslate,Deepslatia,深層岩精デープスラーチャ
miragefairy2024.motif.miragefairy2024.diamond,Diamondia,金剛石精ディアモンジャ
miragefairy2024.motif.miragefairy2024.dirt,Dirtia,土精ディルチャ
miragefairy2024.motif.miragefairy2024.dripstone,Dripstonia,鍾乳石精ドリプストーニャ
miragefairy2024.motif.miragefairy2024.egg,Eggia,卵精エッギャ
miragefairy2024.motif.miragefairy2024.emerald,Emeraldia,翠玉精エメラルジャ
miragefairy2024.motif.miragefairy2024.enchant,Enchantia,付魔精エンキャンチャ
miragefairy2024.motif.miragefairy2024.enchanted_golden_apple,Enchantede Goldene Applia,付魔金林檎精エンキャンテーデゴルデーネアップーリャ
miragefairy2024.motif.miragefairy2024.enchanting_table,Enchantinge Tablia,付魔台精エンキャンティンゲターブリャ
miragefairy2024.motif.miragefairy2024.ender_eye,Endere Ia,終界眼精エンデーレッイャ
miragefairy2024.motif.miragefairy2024.enderman,Endermania,終界人精エンデルマーニャ
miragefairy2024.motif.miragefairy2024.ethanol,Ethanolia,酒精エタノーリャ
miragefairy2024.motif.miragefairy2024.evoker,Evokeria,召喚士精エヴォケーリャ
miragefairy2024.motif.miragefairy2024.fire,Firia,火精フィーリャ
miragefairy2024.motif.miragefairy2024.flint_and_steel,Flinte Ande Steelia,火打石打金精フリンテアンデステーリャ
miragefairy2024.motif.miragefairy2024.fluorite,Fluoritia,蛍石精フルオリーチャ
miragefairy2024.motif.miragefairy2024.food,Foodia,食物精フォージャ
miragefairy2024.motif.miragefairy2024.glass,Glassia,硝子精グラッシャ
miragefairy2024.motif.miragefairy2024.glow_berry,Glowe Berria,蛍光液果精グローウェベッリャ
miragefairy2024.motif.miragefairy2024.glow_lichen,Glowe Lichenia,光苔精グローウェリケーニャ
miragefairy2024.motif.miragefairy2024.gold,Goldia,金精ゴルジャ
miragefairy2024.motif.miragefairy2024.golden_apple,Goldene Applia,金林檎精ゴルデーネアップーリャ
miragefairy2024.motif.miragefairy2024.golem,Golemia,鉄魔像精ゴレーミャ
miragefairy2024.motif.miragefairy2024.gravel,Gravelia,砂利精グラヴェーリャ
miragefairy2024.motif.miragefairy2024.gravity,Gravitia,重力精グラヴィーチャ
miragefairy2024.motif.miragefairy2024.haimeviska,Haimeviskia,精樹精ハイメヴィスキャ
miragefairy2024.motif.miragefairy2024.hoe,Hia,鍬精ヒャ
miragefairy2024.motif.miragefairy2024.hopper,Hopperia,漏斗精ホッペーリャ
miragefairy2024.motif.miragefairy2024.human,Humania,人類精フマーニャ
miragefairy2024.motif.miragefairy2024.iron,Ironia,鉄精イローニャ
miragefairy2024.motif.miragefairy2024.iron_bars,Irone Barsia,鉄格子精イローネバルシャ
miragefairy2024.motif.miragefairy2024.lava,Lavia,溶岩精ラーヴャ
miragefairy2024.motif.miragefairy2024.light,Lightia,光精リグチャ
miragefairy2024.motif.miragefairy2024.lightning_rod,Lightninge Rodia,避雷針精リグトニンゲロージャ
miragefairy2024.motif.miragefairy2024.luminite,Luminitia,輝石精ルミニーチャ
miragefairy2024.motif.miragefairy2024.magenta_glazed_terracotta,Magente Glazede Terracottia,赤紫釉陶精マゲンテグラゼデテッラツォッチャ
miragefairy2024.motif.miragefairy2024.magma_cube,Magme Cubia,溶岩賽精マグメツービャ
miragefairy2024.motif.miragefairy2024.magnetism,Magnetismia,磁気精マグネティスミャ
miragefairy2024.motif.miragefairy2024.magnetite,Magnetitia,磁鉄鉱精マグネティーチャ
miragefairy2024.motif.miragefairy2024.melon,Melonia,西瓜精メローニャ
miragefairy2024.motif.miragefairy2024.mina,Minia,銀子精ミーニャ
miragefairy2024.motif.miragefairy2024.mirage,Miragia,妖精ミラージャ
miragefairy2024.motif.miragefairy2024.miranagite,Miranagitia,蒼天石精ミラナギーチャ
miragefairy2024.motif.miragefairy2024.moon,Moonia,月精モーニャ
miragefairy2024.motif.miragefairy2024.mushroom,Mushroomia,茸精ムシュローミャ
miragefairy2024.motif.miragefairy2024.mycelium,Myceliumia,菌糸精ミツェリウミャ
miragefairy2024.motif.miragefairy2024.nether_star,Nethere Staria,地獄星精ネテーレスターリャ
miragefairy2024.motif.miragefairy2024.netherite,Netheritia,地獄合金精ネテリーチャ
miragefairy2024.motif.miragefairy2024.netherrack,Netherrackia,地獄岩精ネテッラッキャ
miragefairy2024.motif.miragefairy2024.night,Nightia,夜精ニグチャ
miragefairy2024.motif.miragefairy2024.obsidian,Obsidiania,黒曜石精オブシディアーニャ
miragefairy2024.motif.miragefairy2024.phantom_drop,Phantome Dropia,幻想雫精ファントーメドローピャ
miragefairy2024.motif.miragefairy2024.phantom_flower,Phantomia,幻花精ファントーミャ
miragefairy2024.motif.miragefairy2024.pickaxe,Pickaxia,鶴嘴精ピッカーシャ
miragefairy2024.motif.miragefairy2024.pig,Pigia,豚精ピーギャ
miragefairy2024.motif.miragefairy2024.piglin_brute,Pigline Brutia,豚人畜生精ピグリーネブルーチャ
miragefairy2024.motif.miragefairy2024.player,Playeria,人精プライェーリャ
miragefairy2024.motif.miragefairy2024.poisonous_potato,Poisonouse Potatia,毒芋精ポイソノウセポターチャ
miragefairy2024.motif.miragefairy2024.potato,Potatia,芋精ポターチャ
miragefairy2024.motif.miragefairy2024.pumpkin,Pumpkinia,南瓜精プンプキーニャ
miragefairy2024.motif.miragefairy2024.purpur,Purpuria,紫珀精プルプーリャ
miragefairy2024.motif.miragefairy2024.rabbit,Rabbitia,兎精ラッビーチャ
miragefairy2024.motif.miragefairy2024.red_mushroom,Rede Mushroomia,赤茸精レーデムシュローミャ
miragefairy2024.motif.miragefairy2024.rotten_flesh,Rottene Fleshia,腐肉精ロッテーネフレーシャ
miragefairy2024.motif.miragefairy2024.sculk,Sculkia,幽匿塊精スツルキャ
miragefairy2024.motif.miragefairy2024.sheep,Sheepia,羊精シェーピャ
miragefairy2024.motif.miragefairy2024.shield,Shieldia,盾精シエルジャ
miragefairy2024.motif.miragefairy2024.shovel,Shovelia,円匙精ショヴェーリャ
miragefairy2024.motif.miragefairy2024.silverfish,Silverfishia,紙魚精シルヴェルフィーシャ
miragefairy2024.motif.miragefairy2024.skeleton,Skeletonia,骸骨精スケレトーニャ
miragefairy2024.motif.miragefairy2024.spruce,Sprucia,松精スプルーツァ
miragefairy2024.motif.miragefairy2024.star,Staria,星精スターリャ
